교과목명,교강사,과제_없음(%),과제_보통(%),과제_많음(%),조모임_없음(%),조모임_보통(%),조모임_많음(%),성적_너그러움(%),성적_보통(%),성적_깐깐함(%),평점,학년,이수구분,학수번호-수업번호,학점,시간,강의실
"회복을위한인문학과다크리서치:불,전염병,멸종의어젠다읽기",신성환,19,75,6,94,0,6,44,56,0,4.75,0,핵심교양,FUT2015-15254,3,"월(13:00-14:30),월(14:30-16:00)",인문관B104강의실
The Language of Global Cuisine,Mimi Eun Newton,20,51,29,8,63,29,51,29,20,3.45,0,핵심교양,CUL1118-15063,2,목(13:00-15:00),제1공학관503강의실
관광과지리,장민희,0,0,0,0,0,0,0,0,0,4.33,0,핵심교양,CUL2016-15352,2,목(09:00-11:00),사회과학관103강의실
호텔산업의이해,양은주,5,72,23,87,11,2,42,55,4,4.27,0,핵심교양,GEN5048-15354,2,수(13:00-15:00),사회과학관103강의실
법과인권,최용성,73,25,3,95,4,1,23,66,11,3.63,0,핵심교양,CUL2040-15224,2,월(13:00-15:00),제3법학관601호
법과국제공동체,김성원,48,50,2,89,9,2,87,11,2,4.78,0,핵심교양,CUL0139-15225,3,"화(13:00-14:30),화(14:30-16:00)",제3법학관204호
중국비즈니스문화와에티켓,박대훈,70,27,2,88,12,0,30,66,5,4.18,0,핵심교양,CUL0120-15314,3,시간미지정강좌,
의사소통과이미지메이킹론,장아름,0,0,0,0,0,0,0,0,0,3.33,0,핵심교양,CUL1201-15359,3,"금(13:00-14:30),금(14:30-16:00)",사회과학관304강의실
노인에대한이해,장혜영,12,64,24,28,68,4,32,56,12,4.28,0,핵심교양,CUL1142-15100,2,화(13:00-15:00),제2공학관205강의실
인구변화와미래복지,전영수,10,63,27,71,27,2,60,37,3,4.56,0,핵심교양,CUL1119-15101,3,월(13:00-15:00),"대학원.토건관252강의실,"
"경계의시대,공존을말하다",강경란,5,60,35,55,40,5,45,50,5,4.25,0,핵심교양,CUL0092-15112,2,수(13:00-15:00),제1공학관207강의실
비전공자를위한재무금융,이창훈,9,55,36,5,55,41,59,41,0,4.64,0,핵심교양,GEN7033-15105,3,"수(16:00-17:30),수(17:30-19:00)",경영관B110강의실
"위기의시민정치:혐오,갈등,양극화",오현진,15,80,5,66,24,10,27,61,12,4.85,0,핵심교양,CUL7100-15041,2,수(13:00-15:00),융합교육관강의실(705-301)
ESG의이론과실제,김성희,0,0,0,0,0,0,0,0,0,5.00,0,핵심교양,CUL1219-15004,3,"수(09:00-10:30),수(10:30-12:00)",제2공학관203강의실
Modern Stress and You,Nathan John Lucas,0,50,50,25,29,46,79,21,0,4.64,0,핵심교양,GEN3096-15061,2,목(15:00-17:00),제1공학관305강의실
Cultural and Ethnic Diversity In Korea,S. Afflick-Smith,11,31,58,28,17,56,8,31,61,3.28,0,핵심교양,CUL3101-15059,2,금(13:00-15:00),제1공학관305강의실
패션과스타일커뮤니케이션,이지연,25,42,33,8,17,75,25,75,0,4.67,0,핵심교양,CUL2026-15107,3,"수(09:00-10:30),수(10:30-12:00)",생활과학관디자인실습실
패션과스타일커뮤니케이션,이지연,25,42,33,8,17,75,25,75,0,4.67,0,핵심교양,CUL2026-15108,3,"수(13:00-14:30),수(14:30-16:00)",생활과학관디자인실습실
Animal Ethics,Mark A. Rublik,1,72,27,21,67,12,38,33,28,3.17,0,핵심교양,CUL1116-15058,2,금(13:00-15:00),제1공학관401강의실
민법의이해,권대우,71,28,1,91,9,0,27,61,12,3.71,0,핵심교양,GEN5028-15228,3,"화(13:00-14:30),화(14:30-16:00)",제3법학관403호
놀이의재발견,권선주,44,51,5,2,51,48,44,52,3,4.21,0,핵심교양,CUL1137-15212,2,목(13:00-15:00),제1공학관504강의실
영화속인간발달,권선주,37,59,4,2,22,76,51,45,4,4.86,0,핵심교양,CUL7101-15213,2,목(15:00-17:00),제1공학관504강의실
미국의문화와사회,박순석,0,0,0,0,0,0,0,0,0,3.78,0,핵심교양,CUL1199-15357,3,"화(13:00-14:30),화(14:30-16:00)",사회과학관103강의실
Contemporary Korean Studies,David Tizzard,19,71,10,38,29,33,14,67,19,4.62,0,핵심교양,CUL1189-15402,3,"금(13:00-14:30),금(14:30-16:00)",대학원.토건관251강의실
의사소통과이미지메이킹론,권나은,60,40,0,93,7,0,53,33,13,4.27,0,핵심교양,CUL1201-15353,3,"금(09:00-10:30),금(10:30-12:00)",사회과학관103강의실
인간행동과동기,전수현,0,28,72,0,13,88,22,53,25,4.56,0,핵심교양,CUL1154-15241,2,수(15:00-17:00),사범대학본관대강의실3(303)
정신건강과적응,이경호,89,11,0,14,49,38,24,68,8,3.86,0,핵심교양,EDU2055-15242,2,수(15:00-17:00),사범대학별관강의실(506-305)
디자인으로 세상읽기,현은령,71,23,6,66,30,4,70,27,4,4.35,0,핵심교양,GEN3097-15249,3,화(11:00-13:00),"사범대학본관강의실(212),"
트랜스미디어상호작용설계,Tammy Ko Robinson,없음,없음,없음,없음,없음,없음,없음,없음,없음,0,0,핵심교양,GEN9178-15250,3,"수(13:00-14:30),수(14:30-16:00)",사범대학본관시각멀티미디어디자인2(102)
Fact versus Fiction: Media Literacy and Detecting Fake News,Caroline Sommerville Ward,없음,없음,없음,없음,없음,없음,없음,없음,없음,4.50,0,핵심교양,CUL1221-15070,3,"월(14:30-16:00),목(13:00-14:30)","제2공학관206강의실,제1공학관409강의실"
현대중국의이해,박대훈,21,78,2,46,53,2,37,58,5,4.05,0,핵심교양,CUL0051-15316,3,금(11:00-13:00),"제2공학관301강의실,"
현대중국의이해,안창현,60,40,0,87,13,0,36,63,1,4.12,0,핵심교양,CUL0051-15317,3,"화(13:00-14:30),화(14:30-16:00)",제1공학관409강의실
분노와자기관리,권선주,30,65,5,11,27,61,48,49,3,4.59,0,핵심교양,CUL4078-15214,2,수(15:00-17:00),제1공학관509강의실
발달과부모교육,안윤영,27,72,1,93,6,1,26,69,5,4.59,0,핵심교양,CUL4077-15215,2,수(09:00-11:00),제1공학관503강의실
건강과사회그리고심리학,차지은,20,77,3,3,86,11,38,55,6,4.45,0,핵심교양,CUL1155-15217,2,월(15:00-17:00),제1공학관507강의실
