학년	이수구분	학수번호-수업번호	교과목명	교강사	학점	시간	강의실
1	전공기초(필수)	CUL3011-12558	일반물리학및실험1	박대영	4	화(15:00-17:00),금(11:00-13:00)	제1공학관305강의실,,자연과학관일반물리학실험실3(212),자연과학관일반물리학실험실4(213)
2	전공심화	DME2062-12917	Adventure Design(기계융합2)	김민구	3	수(15:00-16:00),수(16:00-20:00)	비지정()
2	전공핵심	COE2004-12910	동역학	유홍희	3	금(09:00-10:30),금(10:30-12:00)	제2공학관204강의실
2	전공핵심	DME2001-12912	재료역학1	김학성	3	수(13:00-14:30)	제2공학관210강의실,제1공학관202강의실
2	전공핵심	DME2001-12913	재료역학1	한석영	3	월(13:00-14:30),수(13:00-14:30)	제2공학관204강의실
3	전공핵심	MEE3002-12920	열역학2	박성욱	3	월(10:30-12:00)	제2공학관202강의실(녹화전용),비지정()
1	교양필수	GEN5029-12896	커리어개발Ⅰ:취.창업진로로드맵	김민구	1	화(19:00-20:00)	비지정()
1	교양필수	GEN5029-12897	커리어개발Ⅰ:취.창업진로로드맵	김태원	1	금(17:00-18:00)	비지정()
1	교양필수	GEN5029-12898	커리어개발Ⅰ:취.창업진로로드맵	문승재	1	수(12:00-13:00)	제2공학관209강의실
1	교양필수	GEN5029-12899	커리어개발Ⅰ:취.창업진로로드맵	박우성	1	목(19:00-20:00)	제2공학관207강의실
1	교양필수	GEN5029-12900	커리어개발Ⅰ:취.창업진로로드맵	배지웅	1	월(19:00-20:00)	비지정()
1	교양필수	GEN5029-12901	커리어개발Ⅰ:취.창업진로로드맵	송시몬	1	금(17:00-18:00)	비지정()
1	교양필수	GEN5029-12902	커리어개발Ⅰ:취.창업진로로드맵	왕웨이	1	시간미지정강좌	비지정()
1	교양필수	GEN5029-12903	커리어개발Ⅰ:취.창업진로로드맵	육세진	1	월(19:00-20:00)	비지정()
1	교양필수	GEN5029-12904	커리어개발Ⅰ:취.창업진로로드맵	이승환	1	시간미지정강좌	비지정()
1	교양필수	GEN5029-12905	커리어개발Ⅰ:취.창업진로로드맵	장건희	1	수(12:00-13:00)	비지정()
1	교양필수	GEN5029-12906	커리어개발Ⅰ:취.창업진로로드맵	장경영	1	수(12:00-13:00)	제2공학관204강의실
2	전공핵심	COE2004-12911	동역학	장건희	3	금(09:00-10:30),금(10:30-12:00)	제2공학관해동AILab_402
3	전공기초(필수)	MAT3008-12915	수치해석	엄석기	3	월(13:00-14:30),수(13:00-14:30)	제2공학관510강의실(녹화전용)
3	전공기초(필수)	MAT3008-12916	수치해석	육세진	3	월(13:00-14:30),수(13:00-14:30)	제2공학관207강의실,제2공학관210강의실
4	전공심화	DME4067-12922	동역학제어실험2	오기용	2	화(15:00-19:00)	비지정()
2	전공심화	DME2062-12918	Adventure Design(기계융합2)	박우성	3	월(15:00-16:00),월(16:00-20:00)	비지정()
2	교양필수	CUL1138-12006	인공지능과기계학습	성기혁	2	시간미지정강좌	비지정()
1	전공기초(필수)	GEN2052-12577	미분적분학1	황신철	3	월(09:00-10:30),수(10:30-12:00)	제1공학관403강의실
1	전공기초(필수)	GEN2052-12578	미분적분학1	박영선	3	월(09:00-10:30),수(10:30-12:00)	제1공학관404강의실
1	전공기초(필수)	GEN2052-12579	미분적분학1	허영식	3	월(09:00-10:30),수(10:30-12:00)	제1공학관405강의실
2	전공기초(필수)	COE3051-12285	공업수학1	김주형	3	화(13:00-14:30),금(13:00-14:30)	제1공학관204강의실,제1공학관302강의실
4	전공심화	DME3060-12553	모빌리티전산설계	오기용	3	수(15:00-16:00),수(16:00-20:00)	비지정()
2	전공기초(필수)	COE3051-12650	공업수학1	노우석	3	화(13:00-14:30),금(13:00-14:30)	제1공학관302강의실,제1공학관508강의실
3	교양필수	GEN5026-12592	테크노경영학(스타트업종합설계)	이재석	3	금(13:00-14:30)	제1공학관601강의실,
1	교양필수	CUL0201-12488	상상과학성찰	임장원	2	화(13:00-15:00)	제1공학관206강의실
1	교양필수	CUL0201-12492	상상과학성찰	정원교	2	화(13:00-15:00)	제1공학관505강의실
2	전공기초(필수)	COE3051-12651	공업수학1	이성열	3	화(13:00-14:30),금(13:00-14:30)	제1공학관303강의실,제1공학관208강의실
1	전공핵심	COE2022-12657	공학입문설계	윤수경	3	화(09:00-11:00),목(13:00-15:00)	제2공학관공학입문설계실
1	전공핵심	COE2022-12658	공학입문설계	윤수경	3	화(11:00-13:00),목(17:00-19:00)	제2공학관공학입문설계실
1	전공핵심	COE2022-12659	공학입문설계	윤수경	3	화(17:00-19:00),목(15:00-17:00)	제2공학관공학입문설계실
1	전공핵심	COE2022-12660	공학입문설계	윤수경	3	수(15:00-17:00),금(09:00-11:00)	제2공학관공학입문설계실
1	교양필수	CUL0201-12489	상상과학성찰	전혜리	2	화(13:00-15:00)	제1공학관207강의실
1	교양필수	CUL0201-12490	상상과학성찰	정세권	2	화(13:00-15:00)	제1공학관406강의실
1	교양필수	CUL0201-12491	상상과학성찰	구재령	2	화(13:00-15:00)	제1공학관603강의실
4	전공심화	DME4068-12924	재료및생산가공실험2	김학성	2	수(15:00-19:00)	비지정()
4	전공심화	DME4068-12925	재료및생산가공실험2	배지웅	2	수(15:00-19:00)	비지정()
4	전공핵심	MEE4085-12926	기계공학종합설계1	김동립	3	시간미지정강좌	비지정()
4	전공핵심	MEE4085-13342	기계공학종합설계1	배지웅	3	시간미지정강좌	비지정()
3	교양필수	GEN5026-12593	테크노경영학(스타트업종합설계)	이재석	3	금(14:30-16:00)	제1공학관403강의실,
3	교양필수	GEN5026-12594	테크노경영학(스타트업종합설계)	안광일	3	금(14:30-16:00)	제1공학관404강의실,
4	전공핵심	MEE4085-12927	기계공학종합설계1	김민구	3	시간미지정강좌	비지정()
4	전공핵심	MEE4085-12928	기계공학종합설계1	김학성	3	화(19:00-21:00)	비지정(),제2공학관208강의실
4	전공핵심	MEE4085-12929	기계공학종합설계1	박관규	3	월(19:00-21:00)	비지정()
4	전공핵심	MEE4085-12930	기계공학종합설계1	박우성	3	화(19:00-21:00)	제2공학관207강의실
4	전공핵심	MEE4085-12931	기계공학종합설계1	서태원	3	시간미지정강좌	비지정()
4	전공핵심	MEE4085-12932	기계공학종합설계1	송시몬	3	시간미지정강좌	비지정()
4	전공핵심	MEE4085-12933	기계공학종합설계1	박성욱	3	시간미지정강좌	비지정()
2	전공심화	ELE3053-12908	전기공학	박관규	3	화(10:30-12:00),목(13:00-14:30)	제1공학관103강의실,제1공학관204강의실
2	전공심화	ELE3053-12909	전기공학	김민구	3	화(10:30-12:00),목(13:00-14:30)	제2공학관210강의실
3	전공심화	DME2060-12919	선형대수원리및응용	배지웅	3	화(14:30-16:00)	제2공학관210강의실
4	전공심화	DME4073-12923	미래모빌리티및스마트제조PBL1	김동립	3	수(15:00-16:00),수(16:00-20:00)	비지정()
2	교양필수	GEN6032-12405	전문학술영어	Ian Gareth Robert Jones	3	월(10:30-12:00),목(09:00-10:30)	제2공학관308강의실
2	교양필수	GEN6032-12406	전문학술영어	Esther du Plessis	3	월(10:30-12:00),목(09:00-10:30)	제2공학관306강의실
4	전공핵심	MEE4085-12934	기계공학종합설계1	오기용	3	시간미지정강좌	비지정()
4	전공핵심	MEE4085-12935	기계공학종합설계1	육세진	3	시간미지정강좌	비지정()
4	전공핵심	MEE4085-12936	기계공학종합설계1	이승환	3	시간미지정강좌	비지정()
4	전공심화	ENE4054-12938	자동제어	오기용	3	월(09:00-10:30),수(09:00-10:30)	제2공학관207강의실
3	전공핵심	MEE3003-12921	유체역학1	송시몬	3	월(14:30-16:00)	제2공학관501강의실,제1공학관408강의실
2	교양필수	GEN6032-12399	전문학술영어	Shelley L. Collins	3	월(09:00-10:30),목(10:30-12:00)	제2공학관307강의실
2	교양필수	GEN6032-12401	전문학술영어	Esther du Plessis	3	월(09:00-10:30),목(10:30-12:00)	제2공학관306강의실
2	교양필수	GEN6032-12404	전문학술영어	Shelley L. Collins	3	월(10:30-12:00),목(09:00-10:30)	제2공학관307강의실
4	전공심화	DME4066-13334	열유체공학실험2	박성욱	2	월(15:00-19:00)	비지정()
4	전공심화	DME4066-13335	열유체공학실험2	육세진	2	화(15:00-19:00)	비지정()
