학년	이수구분이수구분	학수번호-수업번호학수번호-수업번호	교과목명교과목명	교강사교강사	학점학점	시간시간	강의실강의실	강의평강의평	담은 인원담은 인원	유의사항유의사항
1	교양필수	CUL0202-12513	문화기술인간	남영	2	금(11:00-13:00)	제1공학관602강의실		31	공학인증구분
3	전공핵심	ARE4092-12840	건축설계스튜디오3	최수희	6	월(13:00-14:00),목(14:00-15:00),월(14:00-18:00),목(15:00-19:00)	비지정()		7	
3	전공핵심	ARE4092-12841	건축설계스튜디오3	김은미	6	월(13:00-14:00),목(14:00-15:00),월(14:00-18:00),목(15:00-19:00)	비지정()		11	
3	전공핵심	ARE4092-12842	건축설계스튜디오3	이근식	6	월(13:00-14:00),목(14:00-15:00),월(14:00-18:00),목(15:00-19:00)	비지정()		8	
3	전공핵심	ARE4092-12843	건축설계스튜디오3	김경도	6	월(13:00-14:00),목(14:00-15:00),월(14:00-18:00),목(15:00-19:00)	비지정()		15	
3	전공기초(필수)	ARE3082-12839	컴퓨터활용건축설계특론	최현아	3	금(09:00-11:00),금(11:00-13:00)	제2공학관정석현PC3		34	
4	전공핵심	ARE4095-12844	건축설계스튜디오5	김미희	6	월(13:00-14:00),목(13:00-14:00),월(14:00-18:00),목(14:00-18:00)	비지정()		12	
4	전공핵심	ARE4095-12845	건축설계스튜디오5	박종진	6	월(13:00-14:00),목(13:00-14:00),월(14:00-18:00),목(14:00-18:00)	비지정()		9	
4	전공핵심	ARE4095-12846	건축설계스튜디오5	이충훈	6	월(13:00-14:00),목(13:00-14:00),월(14:00-18:00),목(14:00-18:00)	비지정()		9	
4	전공핵심	ARE4095-12847	건축설계스튜디오5	이성용	6	월(13:00-14:00),목(13:00-14:00),월(14:00-18:00),목(14:00-18:00)	비지정()		11	
5	전공심화	ARE4097-12848	건축설계스튜디오7	남성택	6	토(09:00-11:00),토(11:00-15:00),토(15:00-19:00)	비지정()		3	
5	전공심화	ARE4097-12849	건축설계스튜디오7	안기현	6	토(09:00-11:00),토(11:00-15:00),토(15:00-19:00)	비지정()		8	
5	전공심화	ARE4097-12850	건축설계스튜디오7	노승범	6	토(09:00-11:00),토(11:00-15:00),토(15:00-19:00)	비지정()		6	
2	교양필수	GEN5026-12605	테크노경영학(스타트업종합설계)	이재석	3	목(09:00-10:30)	제1공학관509강의실,		35	
1	교양필수	CUL0204-12482	통합사고와읽기의기술	정치훈	2	화(09:00-11:00)	제1공학관406강의실		33	
2	전공기초(필수)	ARD3063-11753	건축계획	안기현	3	월(09:00-10:30),월(10:30-12:00)	제1공학관205강의실		57	
2	전공핵심	ARD4005-11754	한국건축사	한동수	3	월(13:00-14:30),월(14:30-16:00)	제1공학관502강의실		59	
2	전공핵심	ARE4088-11758	건축설계스튜디오1	손주휘	6	화(13:00-14:00),금(13:00-14:00),화(14:00-18:00),금(14:00-18:00)	비지정()		8	
2	전공핵심	ARE5028-11759	건축구조시스템	함인선	3	목(11:00-12:30),목(12:30-14:00)	제2공학관501강의실		56	
2	교양필수	GEN5026-11765	테크노경영학(스타트업종합설계)	서형원	3	목(09:00-10:30)	제1공학관405강의실,		30	
1	전공기초(필수)	ARE1058-11756	건축의이해	전재우	3	목(09:00-10:30),목(10:30-12:00)	제1공학관204강의실		65	
1	전공기초(필수)	ARE4086-11757	기본설계1	김승욱	3	수(13:00-14:00),수(14:00-18:00)	비지정()		14	공학인증구분
1	교양필수	CUL0202-11761	문화기술인간	김준수	2	금(11:00-13:00)	제1공학관505강의실		34	공학인증구분
1	교양필수	CUL0204-11762	통합사고와읽기의기술	정애진	2	화(09:00-11:00)	제1공학관207강의실		30	
1	교양필수	GEN5029-11766	커리어개발Ⅰ:취.창업진로로드맵	김미정	1	시간미지정강좌	비지정()		14	공학인증구분
1	교양필수	GEN5029-12825	커리어개발Ⅰ:취.창업진로로드맵	맹민정	1	시간미지정강좌	비지정()		8	공학인증구분
1	교양필수	GEN5029-12826	커리어개발Ⅰ:취.창업진로로드맵	남성택	1	시간미지정강좌	비지정()		30	공학인증구분
1	교양필수	GEN5029-12827	커리어개발Ⅰ:취.창업진로로드맵	손주휘	1	시간미지정강좌	비지정()		13	공학인증구분
1	전공기초(필수)	ARE1056-12833	기초표현	이장환	3	금(13:00-15:00),금(15:00-17:00)	제1공학관503강의실		65	
