학년	이수구분	학수번호-수업번호	교과목명	교강사	학점	시간	강의실
2	전공심화	CHM2069-12021	화공설계입문(URIP)	문성용	3	월(15:00-16:00),월(16:00-20:00)	공업센터화공전산실습실
2	전공기초(필수)	COE3051-12022	공업수학1	김주형	3	화(10:30-12:00),금(10:30-12:00)	제1공학관508강의실,제1공학관302강의실
1	전공기초(필수)	CUL3011-12024	일반물리학및실험1	윤승언	4	금(15:00-17:00),시간미지정강좌,화(13:00-15:00)	제1공학관509강의실,,자연과학관일반물리학실험실4(213),자연과학관일반물리학실험실3(212)
1	전공기초(필수)	GEN0072-12025	일반화학및실험	강미정	3	월(11:00-13:00),금(09:00-11:00)	제1공학관305강의실,자연과학관일반화학실험실1(114),자연과학관일반화학실험실2(116)
1	교양필수	GEN1031-12026	공학도를위한창의적컴퓨팅	원정임	3	월(15:00-17:00),목(13:00-15:00)	제2공학관204강의실,제2공학관401강의실
2	교양필수	GEN1100-12027	공학도를위한창의적프로그래밍	조문기	2	수(17:00-18:00),수(18:00-19:00)	제2공학관최병부SW실습실(303)
1	전공기초(필수)	GEN2052-12028	미분적분학1	황신철	3	화(10:30-12:00),금(13:00-14:30)	제1공학관402강의실
1	교양필수	GEN5029-12029	커리어개발Ⅰ:취.창업진로로드맵	김경학	1	월(17:30-18:30)	제2공학관207강의실
2	전공핵심	ICH2001-12031	공업유기화학1	서동학	3	화(14:30-16:00),목(13:00-14:30)	제1공학관204강의실,제1공학관205강의실
1	교양필수	GEN1031-12656	공학도를위한창의적컴퓨팅	원정임	3	화(15:00-17:00),목(15:00-17:00)	제2공학관204강의실,제2공학관401강의실
